"","Appointment_Date","Appointment_Count","Weekday","MonthYear","Month","patients","all_patients","ratio_patients","adjusted_count"
"1",2018-01-01,13,"Monday","2018-01","01",447250,512472,0.872730607721007,15
"2",2018-01-02,8056,"Tuesday","2018-01","01",447250,512472,0.872730607721007,9231
"3",2018-01-03,8098,"Wednesday","2018-01","01",447250,512472,0.872730607721007,9279
"4",2018-01-04,6899,"Thursday","2018-01","01",447250,512472,0.872730607721007,7905
"5",2018-01-05,8074,"Friday","2018-01","01",447250,512472,0.872730607721007,9251
"6",2018-01-06,225,"Saturday","2018-01","01",447250,512472,0.872730607721007,258
"7",2018-01-07,1,"Sunday","2018-01","01",447250,512472,0.872730607721007,1
"8",2018-01-08,9726,"Monday","2018-01","01",447250,512472,0.872730607721007,11144
"9",2018-01-09,8694,"Tuesday","2018-01","01",447250,512472,0.872730607721007,9962
"10",2018-01-10,8185,"Wednesday","2018-01","01",447250,512472,0.872730607721007,9379
"11",2018-01-11,6711,"Thursday","2018-01","01",447250,512472,0.872730607721007,7690
"12",2018-01-12,8453,"Friday","2018-01","01",447250,512472,0.872730607721007,9686
"13",2018-01-13,128,"Saturday","2018-01","01",447250,512472,0.872730607721007,147
"14",2018-01-14,1,"Sunday","2018-01","01",447250,512472,0.872730607721007,1
"15",2018-01-15,9747,"Monday","2018-01","01",447250,512472,0.872730607721007,11168
"16",2018-01-16,9013,"Tuesday","2018-01","01",447250,512472,0.872730607721007,10327
"17",2018-01-17,7207,"Wednesday","2018-01","01",447250,512472,0.872730607721007,8258
"18",2018-01-18,7371,"Thursday","2018-01","01",447250,512472,0.872730607721007,8446
"19",2018-01-19,8353,"Friday","2018-01","01",447250,512472,0.872730607721007,9571
"20",2018-01-20,152,"Saturday","2018-01","01",447250,512472,0.872730607721007,174
"21",2018-01-21,4,"Sunday","2018-01","01",447250,512472,0.872730607721007,5
"22",2018-01-22,9809,"Monday","2018-01","01",447250,512472,0.872730607721007,11239
"23",2018-01-23,9058,"Tuesday","2018-01","01",447250,512472,0.872730607721007,10379
"24",2018-01-24,8720,"Wednesday","2018-01","01",447250,512472,0.872730607721007,9992
"25",2018-01-25,6919,"Thursday","2018-01","01",447250,512472,0.872730607721007,7928
"26",2018-01-26,8589,"Friday","2018-01","01",447250,512472,0.872730607721007,9842
"27",2018-01-27,158,"Saturday","2018-01","01",447250,512472,0.872730607721007,181
"28",2018-01-28,13,"Sunday","2018-01","01",447250,512472,0.872730607721007,15
"29",2018-01-29,9871,"Monday","2018-01","01",447250,512472,0.872730607721007,11310
"30",2018-01-30,8896,"Tuesday","2018-01","01",447250,512472,0.872730607721007,10193
"31",2018-01-31,8588,"Wednesday","2018-01","01",447250,512472,0.872730607721007,9840
"32",2018-02-01,7208,"Thursday","2018-02","02",447802,511993,0.87462523901694,8241
"33",2018-02-02,8524,"Friday","2018-02","02",447802,511993,0.87462523901694,9746
"34",2018-02-03,317,"Saturday","2018-02","02",447802,511993,0.87462523901694,362
"35",2018-02-04,4,"Sunday","2018-02","02",447802,511993,0.87462523901694,5
"36",2018-02-05,9877,"Monday","2018-02","02",447802,511993,0.87462523901694,11293
"37",2018-02-06,8959,"Tuesday","2018-02","02",447802,511993,0.87462523901694,10243
"38",2018-02-07,8419,"Wednesday","2018-02","02",447802,511993,0.87462523901694,9626
"39",2018-02-08,6557,"Thursday","2018-02","02",447802,511993,0.87462523901694,7497
"40",2018-02-09,8624,"Friday","2018-02","02",447802,511993,0.87462523901694,9860
"41",2018-02-10,185,"Saturday","2018-02","02",447802,511993,0.87462523901694,212
"42",2018-02-11,13,"Sunday","2018-02","02",447802,511993,0.87462523901694,15
"43",2018-02-12,9989,"Monday","2018-02","02",447802,511993,0.87462523901694,11421
"44",2018-02-13,8944,"Tuesday","2018-02","02",447802,511993,0.87462523901694,10226
"45",2018-02-14,7441,"Wednesday","2018-02","02",447802,511993,0.87462523901694,8508
"46",2018-02-15,7104,"Thursday","2018-02","02",447802,511993,0.87462523901694,8122
"47",2018-02-16,8722,"Friday","2018-02","02",447802,511993,0.87462523901694,9972
"48",2018-02-17,119,"Saturday","2018-02","02",447802,511993,0.87462523901694,136
"49",2018-02-18,13,"Sunday","2018-02","02",447802,511993,0.87462523901694,15
"50",2018-02-19,9183,"Monday","2018-02","02",447802,511993,0.87462523901694,10499
"51",2018-02-20,8392,"Tuesday","2018-02","02",447802,511993,0.87462523901694,9595
"52",2018-02-21,8051,"Wednesday","2018-02","02",447802,511993,0.87462523901694,9205
"53",2018-02-22,6797,"Thursday","2018-02","02",447802,511993,0.87462523901694,7771
"54",2018-02-23,7872,"Friday","2018-02","02",447802,511993,0.87462523901694,9000
"55",2018-02-24,81,"Saturday","2018-02","02",447802,511993,0.87462523901694,93
"56",2018-02-25,13,"Sunday","2018-02","02",447802,511993,0.87462523901694,15
"57",2018-02-26,9725,"Monday","2018-02","02",447802,511993,0.87462523901694,11119
"58",2018-02-27,8465,"Tuesday","2018-02","02",447802,511993,0.87462523901694,9678
"59",2018-02-28,7916,"Wednesday","2018-02","02",447802,511993,0.87462523901694,9051
"60",2018-03-01,7135,"Thursday","2018-03","03",492230,512437,0.960566859926196,7428
"61",2018-03-02,7872,"Friday","2018-03","03",492230,512437,0.960566859926196,8195
"62",2018-03-03,340,"Saturday","2018-03","03",492230,512437,0.960566859926196,354
"63",2018-03-04,2,"Sunday","2018-03","03",492230,512437,0.960566859926196,2
"64",2018-03-05,10527,"Monday","2018-03","03",492230,512437,0.960566859926196,10959
"65",2018-03-06,9734,"Tuesday","2018-03","03",492230,512437,0.960566859926196,10134
"66",2018-03-07,9344,"Wednesday","2018-03","03",492230,512437,0.960566859926196,9728
"67",2018-03-08,7187,"Thursday","2018-03","03",492230,512437,0.960566859926196,7482
"68",2018-03-09,9153,"Friday","2018-03","03",492230,512437,0.960566859926196,9529
"69",2018-03-10,177,"Saturday","2018-03","03",492230,512437,0.960566859926196,184
"70",2018-03-11,1,"Sunday","2018-03","03",492230,512437,0.960566859926196,1
"71",2018-03-12,10678,"Monday","2018-03","03",492230,512437,0.960566859926196,11116
"72",2018-03-13,9824,"Tuesday","2018-03","03",492230,512437,0.960566859926196,10227
"73",2018-03-14,9387,"Wednesday","2018-03","03",492230,512437,0.960566859926196,9772
"74",2018-03-15,8083,"Thursday","2018-03","03",492230,512437,0.960566859926196,8415
"75",2018-03-16,9493,"Friday","2018-03","03",492230,512437,0.960566859926196,9883
"76",2018-03-17,313,"Saturday","2018-03","03",492230,512437,0.960566859926196,326
"77",2018-03-18,3,"Sunday","2018-03","03",492230,512437,0.960566859926196,3
"78",2018-03-19,10524,"Monday","2018-03","03",492230,512437,0.960566859926196,10956
"79",2018-03-20,9702,"Tuesday","2018-03","03",492230,512437,0.960566859926196,10100
"80",2018-03-21,7616,"Wednesday","2018-03","03",492230,512437,0.960566859926196,7929
"81",2018-03-22,7735,"Thursday","2018-03","03",492230,512437,0.960566859926196,8053
"82",2018-03-23,9324,"Friday","2018-03","03",492230,512437,0.960566859926196,9707
"83",2018-03-24,219,"Saturday","2018-03","03",492230,512437,0.960566859926196,228
"84",2018-03-25,13,"Sunday","2018-03","03",492230,512437,0.960566859926196,14
"85",2018-03-26,10227,"Monday","2018-03","03",492230,512437,0.960566859926196,10647
"86",2018-03-27,9707,"Tuesday","2018-03","03",492230,512437,0.960566859926196,10105
"87",2018-03-28,9022,"Wednesday","2018-03","03",492230,512437,0.960566859926196,9392
"88",2018-03-29,7777,"Thursday","2018-03","03",492230,512437,0.960566859926196,8096
"89",2018-03-30,11,"Friday","2018-03","03",492230,512437,0.960566859926196,11
"90",2018-03-31,40,"Saturday","2018-03","03",492230,512437,0.960566859926196,42
"91",2018-04-01,44,"Sunday","2018-04","04",498388,513026,0.971467333039651,45
"92",2018-04-02,3,"Monday","2018-04","04",498388,513026,0.971467333039651,3
"93",2018-04-03,9675,"Tuesday","2018-04","04",498388,513026,0.971467333039651,9959
"94",2018-04-04,8982,"Wednesday","2018-04","04",498388,513026,0.971467333039651,9246
"95",2018-04-05,7642,"Thursday","2018-04","04",498388,513026,0.971467333039651,7866
"96",2018-04-06,8578,"Friday","2018-04","04",498388,513026,0.971467333039651,8830
"97",2018-04-07,217,"Saturday","2018-04","04",498388,513026,0.971467333039651,223
"98",2018-04-08,13,"Sunday","2018-04","04",498388,513026,0.971467333039651,13
"99",2018-04-09,9729,"Monday","2018-04","04",498388,513026,0.971467333039651,10015
"100",2018-04-10,9068,"Tuesday","2018-04","04",498388,513026,0.971467333039651,9334
"101",2018-04-11,8659,"Wednesday","2018-04","04",498388,513026,0.971467333039651,8913
"102",2018-04-12,7316,"Thursday","2018-04","04",498388,513026,0.971467333039651,7531
"103",2018-04-13,8404,"Friday","2018-04","04",498388,513026,0.971467333039651,8651
"104",2018-04-14,158,"Saturday","2018-04","04",498388,513026,0.971467333039651,163
"105",2018-04-15,13,"Sunday","2018-04","04",498388,513026,0.971467333039651,13
"106",2018-04-16,10518,"Monday","2018-04","04",498388,513026,0.971467333039651,10827
"107",2018-04-17,9582,"Tuesday","2018-04","04",498388,513026,0.971467333039651,9863
"108",2018-04-18,8764,"Wednesday","2018-04","04",498388,513026,0.971467333039651,9021
"109",2018-04-19,6982,"Thursday","2018-04","04",498388,513026,0.971467333039651,7187
"110",2018-04-20,9234,"Friday","2018-04","04",498388,513026,0.971467333039651,9505
"111",2018-04-21,224,"Saturday","2018-04","04",498388,513026,0.971467333039651,231
"112",2018-04-22,1,"Sunday","2018-04","04",498388,513026,0.971467333039651,1
"113",2018-04-23,10579,"Monday","2018-04","04",498388,513026,0.971467333039651,10890
"114",2018-04-24,9189,"Tuesday","2018-04","04",498388,513026,0.971467333039651,9459
"115",2018-04-25,8328,"Wednesday","2018-04","04",498388,513026,0.971467333039651,8573
"116",2018-04-26,8090,"Thursday","2018-04","04",498388,513026,0.971467333039651,8328
"117",2018-04-27,9170,"Friday","2018-04","04",498388,513026,0.971467333039651,9439
"118",2018-04-28,323,"Saturday","2018-04","04",498388,513026,0.971467333039651,332
"119",2018-04-29,3,"Sunday","2018-04","04",498388,513026,0.971467333039651,3
"120",2018-04-30,10543,"Monday","2018-04","04",498388,513026,0.971467333039651,10853
"121",2018-05-01,9573,"Tuesday","2018-05","05",499014,513731,0.971352711827785,9855
"122",2018-05-02,9085,"Wednesday","2018-05","05",499014,513731,0.971352711827785,9353
"123",2018-05-03,7829,"Thursday","2018-05","05",499014,513731,0.971352711827785,8060
"124",2018-05-04,9441,"Friday","2018-05","05",499014,513731,0.971352711827785,9719
"125",2018-05-05,133,"Saturday","2018-05","05",499014,513731,0.971352711827785,137
"126",2018-05-06,13,"Sunday","2018-05","05",499014,513731,0.971352711827785,13
"127",2018-05-07,3,"Monday","2018-05","05",499014,513731,0.971352711827785,3
"128",2018-05-08,10208,"Tuesday","2018-05","05",499014,513731,0.971352711827785,10509
"129",2018-05-09,9652,"Wednesday","2018-05","05",499014,513731,0.971352711827785,9937
"130",2018-05-10,7499,"Thursday","2018-05","05",499014,513731,0.971352711827785,7720
"131",2018-05-11,9215,"Friday","2018-05","05",499014,513731,0.971352711827785,9487
"132",2018-05-12,242,"Saturday","2018-05","05",499014,513731,0.971352711827785,249
"133",2018-05-13,4,"Sunday","2018-05","05",499014,513731,0.971352711827785,4
"134",2018-05-14,10714,"Monday","2018-05","05",499014,513731,0.971352711827785,11030
"135",2018-05-15,9665,"Tuesday","2018-05","05",499014,513731,0.971352711827785,9950
"136",2018-05-16,8965,"Wednesday","2018-05","05",499014,513731,0.971352711827785,9229
"137",2018-05-17,7524,"Thursday","2018-05","05",499014,513731,0.971352711827785,7746
"138",2018-05-18,9097,"Friday","2018-05","05",499014,513731,0.971352711827785,9365
"139",2018-05-19,438,"Saturday","2018-05","05",499014,513731,0.971352711827785,451
"140",2018-05-20,3,"Sunday","2018-05","05",499014,513731,0.971352711827785,3
"141",2018-05-21,10477,"Monday","2018-05","05",499014,513731,0.971352711827785,10786
"142",2018-05-22,9728,"Tuesday","2018-05","05",499014,513731,0.971352711827785,10015
"143",2018-05-23,8015,"Wednesday","2018-05","05",499014,513731,0.971352711827785,8251
"144",2018-05-24,8055,"Thursday","2018-05","05",499014,513731,0.971352711827785,8293
"145",2018-05-25,8394,"Friday","2018-05","05",499014,513731,0.971352711827785,8642
"146",2018-05-26,116,"Saturday","2018-05","05",499014,513731,0.971352711827785,119
"147",2018-05-27,13,"Sunday","2018-05","05",499014,513731,0.971352711827785,13
"148",2018-05-28,4,"Monday","2018-05","05",499014,513731,0.971352711827785,4
"149",2018-05-29,9539,"Tuesday","2018-05","05",499014,513731,0.971352711827785,9820
"150",2018-05-30,8887,"Wednesday","2018-05","05",499014,513731,0.971352711827785,9149
"151",2018-05-31,7613,"Thursday","2018-05","05",499014,513731,0.971352711827785,7838
"152",2018-06-01,8657,"Friday","2018-06","06",496033,514302,0.964478069305583,8976
"153",2018-06-02,226,"Saturday","2018-06","06",496033,514302,0.964478069305583,234
"154",2018-06-03,13,"Sunday","2018-06","06",496033,514302,0.964478069305583,13
"155",2018-06-04,10474,"Monday","2018-06","06",496033,514302,0.964478069305583,10860
"156",2018-06-05,9695,"Tuesday","2018-06","06",496033,514302,0.964478069305583,10052
"157",2018-06-06,9370,"Wednesday","2018-06","06",496033,514302,0.964478069305583,9715
"158",2018-06-07,7041,"Thursday","2018-06","06",496033,514302,0.964478069305583,7300
"159",2018-06-08,9200,"Friday","2018-06","06",496033,514302,0.964478069305583,9539
"160",2018-06-09,275,"Saturday","2018-06","06",496033,514302,0.964478069305583,285
"161",2018-06-10,1,"Sunday","2018-06","06",496033,514302,0.964478069305583,1
"162",2018-06-11,10190,"Monday","2018-06","06",496033,514302,0.964478069305583,10565
"163",2018-06-12,9537,"Tuesday","2018-06","06",496033,514302,0.964478069305583,9888
"164",2018-06-13,8937,"Wednesday","2018-06","06",496033,514302,0.964478069305583,9266
"165",2018-06-14,7293,"Thursday","2018-06","06",496033,514302,0.964478069305583,7562
"166",2018-06-15,8020,"Friday","2018-06","06",496033,514302,0.964478069305583,8315
"167",2018-06-16,234,"Saturday","2018-06","06",496033,514302,0.964478069305583,243
"168",2018-06-17,1,"Sunday","2018-06","06",496033,514302,0.964478069305583,1
"169",2018-06-18,10193,"Monday","2018-06","06",496033,514302,0.964478069305583,10568
"170",2018-06-19,9115,"Tuesday","2018-06","06",496033,514302,0.964478069305583,9451
"171",2018-06-20,7957,"Wednesday","2018-06","06",496033,514302,0.964478069305583,8250
"172",2018-06-21,7368,"Thursday","2018-06","06",496033,514302,0.964478069305583,7639
"173",2018-06-22,8725,"Friday","2018-06","06",496033,514302,0.964478069305583,9046
"174",2018-06-23,196,"Saturday","2018-06","06",496033,514302,0.964478069305583,203
"175",2018-06-24,23,"Sunday","2018-06","06",496033,514302,0.964478069305583,24
"176",2018-06-25,10080,"Monday","2018-06","06",496033,514302,0.964478069305583,10451
"177",2018-06-26,9307,"Tuesday","2018-06","06",496033,514302,0.964478069305583,9650
"178",2018-06-27,8872,"Wednesday","2018-06","06",496033,514302,0.964478069305583,9199
"179",2018-06-28,7495,"Thursday","2018-06","06",496033,514302,0.964478069305583,7771
"180",2018-06-29,8596,"Friday","2018-06","06",496033,514302,0.964478069305583,8913
"181",2018-06-30,293,"Saturday","2018-06","06",496033,514302,0.964478069305583,304
"182",2018-07-01,53,"Sunday","2018-07","07",504773,514580,0.980941738893855,54
"183",2018-07-02,10151,"Monday","2018-07","07",504773,514580,0.980941738893855,10348
"184",2018-07-03,9365,"Tuesday","2018-07","07",504773,514580,0.980941738893855,9547
"185",2018-07-04,8679,"Wednesday","2018-07","07",504773,514580,0.980941738893855,8848
"186",2018-07-05,7760,"Thursday","2018-07","07",504773,514580,0.980941738893855,7911
"187",2018-07-06,8776,"Friday","2018-07","07",504773,514580,0.980941738893855,8947
"188",2018-07-07,317,"Saturday","2018-07","07",504773,514580,0.980941738893855,323
"189",2018-07-08,13,"Sunday","2018-07","07",504773,514580,0.980941738893855,13
"190",2018-07-09,10135,"Monday","2018-07","07",504773,514580,0.980941738893855,10332
"191",2018-07-10,9093,"Tuesday","2018-07","07",504773,514580,0.980941738893855,9270
"192",2018-07-11,8541,"Wednesday","2018-07","07",504773,514580,0.980941738893855,8707
"193",2018-07-12,7248,"Thursday","2018-07","07",504773,514580,0.980941738893855,7389
"194",2018-07-13,8811,"Friday","2018-07","07",504773,514580,0.980941738893855,8982
"195",2018-07-14,191,"Saturday","2018-07","07",504773,514580,0.980941738893855,195
"196",2018-07-15,13,"Sunday","2018-07","07",504773,514580,0.980941738893855,13
"197",2018-07-16,9996,"Monday","2018-07","07",504773,514580,0.980941738893855,10190
"198",2018-07-17,9142,"Tuesday","2018-07","07",504773,514580,0.980941738893855,9320
"199",2018-07-18,8605,"Wednesday","2018-07","07",504773,514580,0.980941738893855,8772
"200",2018-07-19,7408,"Thursday","2018-07","07",504773,514580,0.980941738893855,7552
"201",2018-07-20,8551,"Friday","2018-07","07",504773,514580,0.980941738893855,8717
"202",2018-07-21,249,"Saturday","2018-07","07",504773,514580,0.980941738893855,254
"203",2018-07-22,13,"Sunday","2018-07","07",504773,514580,0.980941738893855,13
"204",2018-07-23,9663,"Monday","2018-07","07",504773,514580,0.980941738893855,9851
"205",2018-07-24,9001,"Tuesday","2018-07","07",504773,514580,0.980941738893855,9176
"206",2018-07-25,8113,"Wednesday","2018-07","07",504773,514580,0.980941738893855,8271
"207",2018-07-26,7304,"Thursday","2018-07","07",504773,514580,0.980941738893855,7446
"208",2018-07-27,8354,"Friday","2018-07","07",504773,514580,0.980941738893855,8516
"209",2018-07-28,208,"Saturday","2018-07","07",504773,514580,0.980941738893855,212
"210",2018-07-29,11,"Sunday","2018-07","07",504773,514580,0.980941738893855,11
"211",2018-07-30,9289,"Monday","2018-07","07",504773,514580,0.980941738893855,9469
"212",2018-07-31,8515,"Tuesday","2018-07","07",504773,514580,0.980941738893855,8680
"213",2018-08-01,7940,"Wednesday","2018-08","08",505133,514950,0.980936013205166,8094
"214",2018-08-02,7222,"Thursday","2018-08","08",505133,514950,0.980936013205166,7362
"215",2018-08-03,7978,"Friday","2018-08","08",505133,514950,0.980936013205166,8133
"216",2018-08-04,226,"Saturday","2018-08","08",505133,514950,0.980936013205166,230
"217",2018-08-05,13,"Sunday","2018-08","08",505133,514950,0.980936013205166,13
"218",2018-08-06,9084,"Monday","2018-08","08",505133,514950,0.980936013205166,9261
"219",2018-08-07,8327,"Tuesday","2018-08","08",505133,514950,0.980936013205166,8489
"220",2018-08-08,7986,"Wednesday","2018-08","08",505133,514950,0.980936013205166,8141
"221",2018-08-09,7042,"Thursday","2018-08","08",505133,514950,0.980936013205166,7179
"222",2018-08-10,7732,"Friday","2018-08","08",505133,514950,0.980936013205166,7882
"223",2018-08-11,117,"Saturday","2018-08","08",505133,514950,0.980936013205166,119
"224",2018-08-12,13,"Sunday","2018-08","08",505133,514950,0.980936013205166,13
"225",2018-08-13,9046,"Monday","2018-08","08",505133,514950,0.980936013205166,9222
"226",2018-08-14,8421,"Tuesday","2018-08","08",505133,514950,0.980936013205166,8585
"227",2018-08-15,8292,"Wednesday","2018-08","08",505133,514950,0.980936013205166,8453
"228",2018-08-16,7141,"Thursday","2018-08","08",505133,514950,0.980936013205166,7280
"229",2018-08-17,7939,"Friday","2018-08","08",505133,514950,0.980936013205166,8093
"230",2018-08-18,195,"Saturday","2018-08","08",505133,514950,0.980936013205166,199
"231",2018-08-19,13,"Sunday","2018-08","08",505133,514950,0.980936013205166,13
"232",2018-08-20,9087,"Monday","2018-08","08",505133,514950,0.980936013205166,9264
"233",2018-08-21,8304,"Tuesday","2018-08","08",505133,514950,0.980936013205166,8465
"234",2018-08-22,8252,"Wednesday","2018-08","08",505133,514950,0.980936013205166,8412
"235",2018-08-23,6985,"Thursday","2018-08","08",505133,514950,0.980936013205166,7121
"236",2018-08-24,7695,"Friday","2018-08","08",505133,514950,0.980936013205166,7845
"237",2018-08-25,109,"Saturday","2018-08","08",505133,514950,0.980936013205166,111
"238",2018-08-26,13,"Sunday","2018-08","08",505133,514950,0.980936013205166,13
"239",2018-08-27,7,"Monday","2018-08","08",505133,514950,0.980936013205166,7
"240",2018-08-28,8909,"Tuesday","2018-08","08",505133,514950,0.980936013205166,9082
"241",2018-08-29,8460,"Wednesday","2018-08","08",505133,514950,0.980936013205166,8624
"242",2018-08-30,7202,"Thursday","2018-08","08",505133,514950,0.980936013205166,7342
"243",2018-08-31,8147,"Friday","2018-08","08",505133,514950,0.980936013205166,8305
